title,album,year,lyrics,word_count,character_count,roberta_label,roberta_confidence,roberta_compound,model_window_score,theme_valence,calibration_anchor,sentiment_windows,label_distribution,textblob_polarity,textblob_subjectivity,midnight,day,night,sun,moon,dark,light,dawn,dusk,time,forever,never,always,memory,remember,forget,hour,moment,yesterday,tomorrow,tonight,clock,timeless,love,heart,break,tears,smile,happy,sad,cry,pain,angry,mad,hurt,scared,fear,hope,dream,lonely,regret,sorry,shame,trust,betrayal,grace,red,blue,golden,white,black,color,paint,gray,silver,green,purple,pink,gold,blonde,rain,storm,snow,winter,summer,spring,autumn,wind,fire,water,ocean,river,sky,star,earth,sea,lightning,sunshine,cloud,leaf,tree,boy,girl,man,woman,baby,darling,dear,sweet,kiss,dance,touch,hold,leave,stay,wait,lover,friend,enemy,ex,together,apart,promise,roberta_sentiment
Maroon,Midnights,2022,"When the morning came we
Were cleaning incense off your vinyl shelf
'Cause we lost track of time again
Laughing with my feet in your lap
Like you were my closest friend
""How'd we end up on the floor anyway?"" You say
""Your roommate's cheap-ass screw-top rosé, that's how""
I see you every day now

And I chose you
The one I was dancing with
In New York, no shoes
Looked up at the sky and it was
The burgundy on my t-shirt when you splashed your wine into me
And how the blood rushed into my cheeks, so scarlet, it was
The mark they saw on my collarbone, the rust that grew between telephones
The lips I used to call home, so scarlet, it was maroon

When the silence came, we
Were shaking blind and hazy
How the hell did we lose sight of us again?
Sobbing with your head in your hands
Ain't that the way shit always ends?
You were standing hollow-eyed in the hallway
Carnations you had thought were roses, that's us
I feel you, no matter what
The rubies that I gave up

And I lost you
The one I was dancing with
In New York, no shoes
Looked up at the sky and it was
The burgundy on my t-shirt when you splashed your wine into me
And how the blood rushed into my cheeks, so scarlet, it was
The mark they saw on my collarbone, the rust that grew between telephones
The lips I used to call home, so scarlet, it was maroon

And I wake with your memory over me
That's a real fucking legacy, legacy
And I wake with your memory over me
That's a real fucking legacy to leave

The burgundy on my t-shirt when you splashed your wine into me
And how the blood rushed into my cheeks, so scarlet, it was
The mark they saw on my collarbone, the rust that grew between telephones
The lips I used to call home, so scarlet, it was maroon

It was maroon",341,1732,mixed,0.1056,0.1056,0.2076,-0.35,,"[{'window_index': 0, 'negative': 0.0838, 'neutral': 0.6247, 'positive': 0.2914, 'signed_score': 0.2076, 'weight': 25.96}]","{'positive': 0, 'negative': 0, 'mixed': 1}",-0.3712,0.7293,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,mixed
Anti-Hero,Midnights,2022,"I have this thing where I get older but just never wiser
Midnights become my afternoons
When my depression works the graveyard shift
All of the people I've ghosted stand there in the room

I should not be left to my own devices
They come with prices and vices
I end up in crisis (tale as old as time)
I wake up screaming from dreaming
One day I'll watch as you're leaving
'Cause you got tired of my scheming
(For the last time)

It's me, hi, I'm the problem, it's me
At tea time, everybody agrees
I'll stare directly at the sun but never in the mirror
It must be exhausting always rooting for the anti-hero

Sometimes I feel like everybody is a sexy baby
And I'm a monster on the hill
Too big to hang out, slowly lurching toward your favorite city
Pierced through the heart, but never killed

Did you hear my covert narcissism I disguise as altruism
Like some kind of congressman? (Tale as old as time)
I wake up screaming from dreaming
One day I'll watch as you're leaving
And life will lose all its meaning
(For the last time)

It's me, hi, I'm the problem, it's me
At tea time, everybody agrees
I'll stare directly at the sun but never in the mirror
It must be exhausting always rooting for the anti-hero

I have this dream my daughter-in-law kills me for the money
She thinks I left them in the will
The family gathers 'round and reads it and then someone screams out
""She's laughing up at us from hell""

It's me, hi, I'm the problem, it's me
It's me, hi, I'm the problem, it's me
It's me, hi, everybody agrees, everybody agrees

It's me, hi, I'm the problem, it's me (I'm the problem, it's me)
At tea time, everybody agrees
I'll stare directly at the sun but never in the mirror
It must be exhausting always rooting for the anti-hero",326,1738,negative,0.6172,-0.6172,-0.7566,0.0,,"[{'window_index': 0, 'negative': 0.7724, 'neutral': 0.2117, 'positive': 0.0158, 'signed_score': -0.7566, 'weight': 25.6811}]","{'positive': 0, 'negative': 1, 'mixed': 0}",0.0394,0.4121,0,2,0,3,0,0,0,0,0,7,0,5,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
Snow On The Beach,Midnights,2022,"(Taylor Swift featuring Lana Del Rey)
One night a few moons ago
I saw flecks of what could've been lights
But it might just have been you
Passing by unbeknownst to me
Life is emotionally abusive
And time can't stop me quite like you did
And my flight was awful, thanks for asking
I'm unglued, thanks to you

And it's like snow at the beach
Weird but fucking beautiful
Flying in a dream
Stars by the pocketful
You wanting me
Tonight feels impossible
But it's coming down, no sound, it's all around
Like snow on the beach

This scene feels like what I once saw on a screen
I searched ""aurora borealis green""
I've never seen someone lit from within
Blurring out my periphery
My smile is like I won a contest
And to hide that would be so dishonest
And it's fine to fake it 'til you make it
'Til you do, 'til it's true

Now it's like snow at the beach
Weird but fucking beautiful
Flying in a dream
Stars by the pocketful
You wanting me
Tonight feels impossible
But it's coming down, no sound, it's all around
Like snow on the beach

I can't speak, afraid to jinx it
I don't even dare to wish it
But your eyes are flying saucers from another planet
Now I'm all for you like Janet
Can this be a real thing? Can it?

Are we falling like
Snow at the beach
Weird but fucking beautiful
Flying in a dream
Stars by the pocketful
You wanting me
Tonight feels impossible
But it's coming down, no sound, it's all around
Like snow

(Coming down, no sound)
It's coming down, no sound
(It's all around)
It's all around
Like snow on the beach",290,1522,mixed,0.1434,-0.1434,-0.1918,0.2349,,"[{'window_index': 0, 'negative': 0.3089, 'neutral': 0.5739, 'positive': 0.1171, 'signed_score': -0.1918, 'weight': 24.2388}]","{'positive': 0, 'negative': 0, 'mixed': 1}",-0.1207,0.5889,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mixed
"You're On Your Own, Kid",Midnights,2022,"Summer went away
Still, the yearning stays
I play it cool with the best of them
I wait patiently
He's gonna notice me
It's okay, we're the best of friends

Yeah, I can call you ""blushing""
All the way home
I didn't choose this town
I dream of getting out
There's just one who could make me stay
All my days

From sprinkler splashes to fireplace ashes
I waited ages to see you there
I search the party of better bodies
Just to learn that my dreams aren't rare

You're on your own, kid
You always have been

I see the great escape
So long, Daisy May
I picked the petals, he loves me not
Something different bloomed
Writing in my room
I play my songs in the parking lot
I'll run away

From sprinkler splashes to fireplace ashes
I gave my blood, sweat, and tears for this
I hosted parties and starved my body
Like I'd be saved by a perfect kiss

The jokes weren't funny, I took the money
My friends from home don't know what to say
I looked around in a blood-soaked gown
And I saw something they can't take away
'Cause there were pages turned with the bridges burned
Everything you lose is a step you take
So make the friendship bracelets
Take the moment and taste it
You've got no reason to be afraid

You're on your own, kid
Yeah, you can face this
You're on your own, kid
You always have been",249,1290,positive,0.6791,0.6791,0.7914,-0.0632,,"[{'window_index': 0, 'negative': 0.019, 'neutral': 0.1706, 'positive': 0.8104, 'signed_score': 0.7914, 'weight': 21.9308}]","{'positive': 1, 'negative': 0, 'mixed': 0}",0.4567,0.72,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,positive
Midnight Rain,Midnights,2022,"Rain, he wanted it comfortable
I wanted that pain
He wanted a bride
I was making my own name
Chasing that fame
He stayed the same
All of me changed like midnight

My town was a wasteland
Full of cages, full of fences
Pageant queens and big pretenders
But for some, it was paradise
My boy was a montage
A slow-motion, love potion
Jumping off things in the ocean
I broke his heart 'cause he was nice

He was sunshine, I was midnight rain
He wanted it comfortable
I wanted that pain
He wanted a bride
I was making my own name
Chasing that fame
He stayed the same
All of me changed like midnight

It came like a postcard
Picture perfect, shiny family
Holiday, peppermint candy
But for him it's every day
So I peered through a window
A deep portal, time travel
All the love we unravel
And the life I gave away

'Cause he was sunshine, I was midnight rain
He wanted it comfortable
I wanted that pain
He wanted a bride
I was making my own name
Chasing that fame
He stayed the same
All of me changed like midnight

I guess sometimes we all get
Just what we wanted, just what we wanted
And he never thinks of me
Except when I'm on TV
I guess sometimes we all get
Some kind of haunted, some kind of haunted
And I never think of him
Except on midnights like this

Midnight rain
He was sunshine, I was midnight rain
He wanted it comfortable
I wanted that pain
He wanted a bride
I was making my own name
Chasing that fame
He stayed the same
All of me changed
Like midnight",284,1459,mixed,0.0604,-0.0604,-0.1042,-0.0592,,"[{'window_index': 0, 'negative': 0.2604, 'neutral': 0.5833, 'positive': 0.1563, 'signed_score': -0.1042, 'weight': 23.2379}]","{'positive': 0, 'negative': 0, 'mixed': 1}",0.3864,0.65,8,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mixed
Question...?,Midnights,2022,"I remember
Good girl, sad boy
Big city, wrong choices
We had one thing going on
I swear that it was something
'Cause I don't remember who I was before you
Painted all my nights
A color I have searched for since

But one thing after another
Fucking situations, circumstances
Miscommunications and I
Have to say, by the way
I just may like some explanations

Can I ask you a question?
Did you ever have someone kiss you in a crowded room
And every single one of your friends was making fun of you
But fifteen seconds later they were clapping too?
Then what did you do?
Did you leave her house in the middle of the night? Oh
Did you wish you'd put up more of a fight? Oh
When she said it was too much?
Do you wish you could still touch her?
It's just a question

Half-moon eyes, bad surprise
Did you realize out of time
She was on your mind
With some dickhead guy
That you saw that night
But you were on something
It was one drink after another
Fucking politics and gender roles
And you're not sure and I don't know
Got swept away in the gray
I just may like to have a conversation

Can I ask you a question?
Did you ever have someone kiss you in a crowded room
And every single one of your friends was making fun of you
But fifteen seconds later they were clapping too?
Then what did you do?
Did you leave her house in the middle of the night? Oh
Did you wish you'd put up more of a fight? Oh
When she said it was too much?
Do you wish you could still touch her?
It's just a question

Does it feel like everything's just like second best after that meteor strike?
And what's that that I heard, that you're still with her?
That's nice, I'm sure that's what's suitable
And right
But tonight

Can I ask you a question?
Did you ever have someone kiss you in a crowded room
And every single one of your friends was making fun of you
But fifteen seconds later they were clapping too?
Then what did you do?
Did you leave her house in the middle of the night? Oh
Did you wish you'd put up more of a fight? Oh
When she said it was too much?
Do you wish you could still touch her?
It's just a question",414,2089,mixed,0.1695,-0.1695,-0.2167,0.0,,"[{'window_index': 0, 'negative': 0.3663, 'neutral': 0.544, 'positive': 0.0897, 'signed_score': -0.2767, 'weight': 21.8632}, {'window_index': 1, 'negative': 0.3278, 'neutral': 0.5785, 'positive': 0.0937, 'signed_score': -0.2341, 'weight': 9.8489}, {'window_index': 2, 'negative': 0.2504, 'neutral': 0.624, 'positive': 0.1256, 'signed_score': -0.1248, 'weight': 16.1443}]","{'positive': 0, 'negative': 2, 'mixed': 1}",0.1022,0.3929,0,0,4,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,mixed
Vigilante Shit,Midnights,2022,"Draw the cat eye sharp enough to kill a man
You did some bad things, but I'm the worst of them
Sometimes I wonder which one'll be your last lie
They say looks can kill and I might try

I don't dress for women
I don't dress for men
Lately I've been dressing for revenge
I don't start it, but I can tell you how it ends
Don't get sad, get even
So on the weekends
I don't dress for friends
Lately I've been dressing for revenge

She needed cold hard proof so I gave her some
She had the envelope, where you think she got it from?
Now she gets the house, gets the kids, gets the pride
Picture me thick as thieves with your ex-wife
And she looks so pretty
Driving in your Benz
Lately she's been dressing for revenge

I don't dress for women
I don't dress for men
Lately I've been dressing for revenge
I don't start it, but I can tell you how it ends
Don't get sad, get even
So on the weekends
I don't dress for friends
Lately I've been dressing for revenge

Ladies always rise above
Ladies know what people want
Someone sweet and kind and fun
The lady simply had enough
While he was doing lines
And crossing all of mine
Someone told his white collar crimes to the FBI
And I don't dress for women
I don't dress for men
Lately I've been dressing for revenge

I don't start it, but I can tell you how it ends
Don't get sad, get even
So on the weekends
I don't dress for friends
Lately I've been dressing for revenge

See you in hell on the weekend, baby
I don't dress for friends
Lately I've been dressing for revenge",297,1509,negative,0.4668,-0.4668,-0.5356,-0.1159,,"[{'window_index': 0, 'negative': 0.5809, 'neutral': 0.3739, 'positive': 0.0452, 'signed_score': -0.5356, 'weight': 23.8193}]","{'positive': 0, 'negative': 1, 'mixed': 0}",-0.2006,0.6114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,negative
Bejeweled,Midnights,2022,"Baby love, I think I've been a little too kind
Didn't notice you walking all over my peace of mind
In the shoes I gave you as a present

Puttin' someone first only works when you're in their top five
And by the way, I'm going out tonight

Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer
And when I meet the band
They ask, ""Do you have a man?""
I can still say, ""I don't remember""

Familiarity breeds contempt
Don't put me in the basement
When I want the penthouse of your heart
Diamonds in my eyes
I polish up real, I polish up real nice

Baby boy, I think I've been too good of a girl (too good of a girl)
Did all the extra credit, then got graded on a curve
I think it's time to teach some lessons
I made you my world (huh), have you heard? (Huh)
I can reclaim the land
And I miss you (I miss you)
But I miss sparkling (ah, hey)

Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer
And when I meet the band
They ask, ""Do you have a man?""
I can still say, ""I don't remember""

Familiarity breeds contempt
Don't put me in the basement
When I want the penthouse of your heart
Diamonds in my eyes
I polish up real, I polish up real nice

Sapphire tears on my face
Sadness became my whole sky
But some guy said my aura's moonstone
Just 'cause he was high
And we're dancin' all night
And you can try to change my mind
But you might have to wait in line
What's a girl gonna do?
A diamond's gotta shine

Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer (shimmer)
And when I meet the band
They ask, ""Do you have a man?""
I can still say, ""I don't remember""

Familiarity breeds contempt
Don't put me in the basement
When I want the penthouse of your heart
Diamonds in my eyes
I polish up real (nice), I polish up real nice

And we're dancin' all night
And you can try to change my mind
But you might have to wait in line
What's a girl gonna do? What's a girl gonna do?
I polish up nice

Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer",426,2118,mixed,0.1708,0.1708,0.1383,0.1938,,"[{'window_index': 0, 'negative': 0.0906, 'neutral': 0.4876, 'positive': 0.4217, 'signed_score': 0.3311, 'weight': 21.9317}, {'window_index': 1, 'negative': 0.2423, 'neutral': 0.6572, 'positive': 0.1004, 'signed_score': -0.1419, 'weight': 12.1244}, {'window_index': 2, 'negative': 0.1082, 'neutral': 0.6989, 'positive': 0.1929, 'signed_score': 0.0847, 'weight': 15.5074}]","{'positive': 1, 'negative': 0, 'mixed': 2}",0.4749,0.536,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,mixed
Bejeweled,Midnights,2022,"Baby love, I think I've been a little too kind
Didn't notice you walking all over my peace of mind
In the shoes I gave you as a present

Puttin' someone first only works when you're in their top five
And by the way, I'm going out tonight

Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer
And when I meet the band
They ask, ""Do you have a man?""
I can still say, ""I don't remember""

Familiarity breeds contempt
Don't put me in the basement
When I want the penthouse of your heart
Diamonds in my eyes
I polish up real, I polish up real nice

Baby boy, I think I've been too good of a girl (too good of a girl)
Did all the extra credit, then got graded on a curve
I think it's time to teach some lessons
I made you my world (huh), have you heard? (Huh)
I can reclaim the land
And I miss you (I miss you)
But I miss sparkling (ah, hey)

Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer
And when I meet the band
They ask, ""Do you have a man?""
I can still say, ""I don't remember""

Familiarity breeds contempt
Don't put me in the basement
When I want the penthouse of your heart
Diamonds in my eyes
I polish up real, I polish up real nice

Sapphire tears on my face
Sadness became my whole sky
But some guy said my aura's moonstone
Just 'cause he was high
And we're dancin' all night
And you can try to change my mind
But you might have to wait in line
What's a girl gonna do?
A diamond's gotta shine

Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer (shimmer)
And when I meet the band
They ask, ""Do you have a man?""
I can still say, ""I don't remember""

Familiarity breeds contempt
Don't put me in the basement
When I want the penthouse of your heart
Diamonds in my eyes
I polish up real (nice), I polish up real nice

And we're dancin' all night
And you can try to change my mind
But you might have to wait in line
What's a girl gonna do? What's a girl gonna do?
I polish up nice

Best believe I'm still bejeweled
When I walk in the room
I can still make the whole place shimmer",426,2118,mixed,0.1708,0.1708,0.1383,0.1938,,"[{'window_index': 0, 'negative': 0.0906, 'neutral': 0.4876, 'positive': 0.4217, 'signed_score': 0.3311, 'weight': 21.9317}, {'window_index': 1, 'negative': 0.2423, 'neutral': 0.6572, 'positive': 0.1004, 'signed_score': -0.1419, 'weight': 12.1244}, {'window_index': 2, 'negative': 0.1082, 'neutral': 0.6989, 'positive': 0.1929, 'signed_score': 0.0847, 'weight': 15.5074}]","{'positive': 1, 'negative': 0, 'mixed': 2}",0.4749,0.536,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,mixed
Labyrinth,Midnights,2022,"It only hurts this much right now
Was what I was thinking the whole time
Breathe in, breathe through
Breathe deep, breathe out
I'll be getting over you my whole life

You know how scared I am of elevators
Never trust it if it rises fast
It can't last

Uh oh, I'm falling in love
Oh no, I'm falling in love again
Oh, I'm falling in love
I thought the plane was going down
How'd you turn it right around?

It only feels this raw right now
Lost in the labyrinth of my mind
Break up, break free, break through, break down
You would break your back to make me break a smile
You know how much I hate that everybody just expects me to bounce back
Just like that

Uh oh, I'm falling in love
Oh no, I'm falling in love again
Oh, I'm falling in love
I thought the plane was going down
How'd you turn it right around?

Uh oh, I'm falling in love
Oh no, I'm falling in love again
Oh, I'm falling in love

I'm falling in love
I'm falling in love
I'm falling in love
I'm falling in love

Uh oh, I'm falling in love
Oh no, I'm falling in love again
Oh, I'm falling in love
I thought the plane was going down
How'd you turn it right around?",226,1124,negative,0.4966,-0.4966,-0.6716,0.35,,"[{'window_index': 0, 'negative': 0.7138, 'neutral': 0.244, 'positive': 0.0422, 'signed_score': -0.6716, 'weight': 21.0941}]","{'positive': 0, 'negative': 1, 'mixed': 0}",0.2388,0.5148,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negative
Karma,Midnights,2022,"You're talking shit for the hell of it
Addicted to betrayal, but you're relevant
You're terrified to look down
'Cause if you dare, you'll see the glare
Of everyone you burned just to get there
It's coming back around

And I keep my side of the street clean
You wouldn't know what I mean

'Cause karma is my boyfriend
Karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that

Spiderboy, king of thieves
Weave your little webs of opacity
My pennies made your crown
Trick me once, trick me twice
Don't you know that cash ain't the only price?
It's coming back around

And I keep my side of the street clean
You wouldn't know what I mean

'Cause karma is my boyfriend
Karma is a god
Karma is the breeze in my hair on the weekend
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that

Ask me what I learned from all those years
Ask me what I earned from all those tears
Ask me why so many fade, but I'm still here
(I'm still here, I'm still here)

'Cause karma is the thunder
Rattling your ground
Karma's on your scent like a bounty hunter
Karma's gonna track you down
Step by step from town to town
Sweet like justice, karma is a queen
Karma takes all my friends to the summit
Karma is the guy on the screen
Coming straight home to me

'Cause karma is my boyfriend (karma is my boyfriend)
Karma is a god
Karma is the breeze in my hair on the weekend (weekend)
Karma's a relaxing thought
Aren't you envious that for you it's not?
Sweet like honey, karma is a cat
Purring in my lap 'cause it loves me
Flexing like a goddamn acrobat
Me and karma vibe like that

Karma is my boyfriend
Karma is a god
(Karma is the breeze in my hair on the weekend)
Karma's a relaxing thought",390,2012,positive,0.2383,0.2383,0.2848,0.0506,,"[{'window_index': 0, 'negative': 0.3454, 'neutral': 0.4671, 'positive': 0.1875, 'signed_score': -0.1578, 'weight': 22.3159}, {'window_index': 1, 'negative': 0.1005, 'neutral': 0.3058, 'positive': 0.5936, 'signed_score': 0.4931, 'weight': 9.4868}, {'window_index': 2, 'negative': 0.0204, 'neutral': 0.1664, 'positive': 0.8132, 'signed_score': 0.7928, 'weight': 15.5538}]","{'positive': 2, 'negative': 0, 'mixed': 1}",-0.0034,0.5607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,positive
Sweet Nothing,Midnights,2022,"I spy with my little tired eye
Tiny as a firefly
A pebble that we picked up last July
Down deep inside your pocket
We almost forgot it
Does it ever miss Wicklow sometimes?

They said the end is coming
Everyone's up to something
I find myself running home to your sweet nothings
Outside, they're push and shoving
You're in the kitchen humming
All that you ever wanted from me was sweet nothing

On the way home
I wrote a poem
You say, ""What a mind""
This happens all the time

'Cause they said the end is coming
Everyone's up to something
I find myself running home to your sweet nothings
Outside, they're push and shoving
You're in the kitchen humming
All that you ever wanted from me was nothing

All that you ever wanted from me was sweet nothing

Industry disruptors and soul deconstructors
And smooth-talking hucksters out glad-handing each other
And the voices that implore, ""You should be doing more""
To you, I can admit that I'm just too soft for all of it

They said the end is coming
Everyone's up to something
I find myself running home to your sweet nothings
Outside, they're push and shoving
You're in the kitchen humming
All that you ever wanted from me was sweet nothing

All that you ever wanted from me was nothing

They said the end is coming
(They said the end is coming)
Everyone's up to something
(Everyone's up to something)
I find myself running home to your sweet nothings
Outside, they're push and shoving
(Outside, they're push and shoving)
You're in the kitchen humming
(You're in the kitchen humming)
All that you ever wanted from me was sweet nothing",283,1577,mixed,0.1147,-0.1147,-0.151,0.0,,"[{'window_index': 0, 'negative': 0.2649, 'neutral': 0.6213, 'positive': 0.1138, 'signed_score': -0.151, 'weight': 23.8797}]","{'positive': 0, 'negative': 0, 'mixed': 1}",0.1151,0.415,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mixed
Mastermind,Midnights,2022,"Once upon a time, the planets and the fates
And all the stars aligned
You and I ended up in the same room
At the same time

And the touch of a hand lit the fuse
Of a chain reaction of countermoves
To assess the equation of you
Checkmate, I couldn't lose

What if I told you none of it was accidental?
And the first night that you saw me, nothing was gonna stop me?
I laid the groundwork and then, just like clockwork
The dominoes cascaded in a line
What if I told you I'm a mastermind?
And now you're mine
It was all by design
'Cause I'm a mastermind

You see, all the wisest women had to do it this way
'Cause we were born to be the pawn in every lover's game
If you fail to plan, you plan to fail

Strategy sets the scene for the tale
I'm the wind in our free-flowing sails
And the liquor in our cocktails

What if I told you none of it was accidental?
And the first night that you saw me, I knew I wanted your body?
I laid the groundwork and then, just like clockwork
The dominoes cascaded in a line
What if I told you I'm a mastermind?
And now you're mine
It was all my design
'Cause I'm a mastermind

No one wanted to play with me as a little kid
So I've been scheming like a criminal ever since
To make them love me and make it seem effortless
This is the first time I've felt the need to confess
And I swear

I'm only cryptic and Machiavellian 'cause I care
So I told you none of it was accidental
And the first night that you saw me, nothing was gonna stop me
I laid the groundwork and then saw a wide smirk
On your face, you knew the entire time
You knew that I'm a mastermind
And now you're mine
Yeah, all you did was smile
'Cause I'm a mastermind",336,1657,positive,0.2492,0.2492,0.279,0.2179,,"[{'window_index': 0, 'negative': 0.0366, 'neutral': 0.6477, 'positive': 0.3157, 'signed_score': 0.279, 'weight': 25.2286}]","{'positive': 1, 'negative': 0, 'mixed': 0}",-0.018,0.3974,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,positive
